"donor_id","age","gender","country","region","segment","birth_year","age_at_observation","recency_days_12m","frequency_12m","monetary_total_12m","monetary_mean_12m","monetary_max_12m","monetary_min_12m","recency_days_24m","frequency_24m","monetary_total_24m","monetary_mean_24m","monetary_max_24m","monetary_min_24m","amount_trend","count_trend","amount_growth","lifetime_donations","lifetime_amount","days_since_first","days_since_last","donor_age_days","avg_days_between","is_new_donor","target_donated","target_amount"
966,63,"F","UK","East","Bronze",1955,63,275,1,60.11,60.11,60.11,60.11,275,2,134.27,67.135,74.16,60.11,0,0,-0.937607237560443,4,229.98,2040,275,2040,680,0,0,0
985,46,"M","Canada","South","Bronze",1972,46,229,1,98.09,98.09,98.09,98.09,229,1,98.09,98.09,98.09,98.09,0,0,-0.960818885297287,6,345.52,2298,229,2298,459.6,0,0,0
990,76,"M","France","West","Silver",1942,76,172,3,335.27,111.756666666667,158.02,80.67,172,7,799.68,114.24,167.18,31.97,0,0,-0.988209980251717,18,1608.94,2295,172,2295,135,0,0,0
1000,81,"M","UK","West","Gold",1937,81,365,0,0,0,0,0,384,4,398.87,99.7175,121.53,79.59,0,0,0,14,1609.96,2293,384,2293,176.384615384615,0,0,0
1003,84,"F","UK","North","Silver",1934,84,176,1,76.08,76.08,76.08,76.08,176,2,101.72,50.86,76.08,25.64,0,0,-0.95004995004995,5,322.71,2003,176,2003,500.75,0,0,0
1005,56,"F","Canada","Central","Silver",1962,56,365,0,0,0,0,0,464,2,76.16,38.08,39.98,36.18,0,0,0,9,516.79,2153,464,2153,269.125,0,0,0
1023,85,"F","Canada","Central","Silver",1933,85,365,0,0,0,0,0,434,3,232.28,77.4266666666667,99.74,51.03,0,0,0,12,856.07,2036,434,2036,185.090909090909,0,0,0
1030,54,"F","USA","East","Silver",1964,54,266,1,51.67,51.67,51.67,51.67,266,5,378.28,75.656,106.99,51.67,0,0,-0.928148015088917,15,1169.93,2004,266,2004,143.142857142857,0,1,77.72
1063,69,"M","Other","East","Bronze",1949,69,303,1,53.63,53.63,53.63,53.63,303,2,118.8,59.4,65.17,53.63,0,0,-0.930591705708832,5,169.66,2144,303,2144,536,0,0,0
1064,67,"M","France","South","Bronze",1951,67,274,1,46.21,46.21,46.21,46.21,274,4,142.46,35.615,76.25,10,0,0,-0.920334594702251,5,163.36,1781,274,1781,445.25,0,1,19.63
1069,53,"F","USA","North","Gold",1965,53,153,3,389.78,129.926666666667,161.38,88.25,153,4,513.99,128.4975,161.38,88.25,0,0,-0.989842043780791,18,2441.01,2182,153,2182,128.352941176471,0,1,82.79
1072,48,"F","Canada","South","Silver",1970,48,224,3,267.25,89.0833333333333,132.81,64.45,224,4,310.85,77.7125,132.81,43.6,0,0,-0.985253456221198,21,1776.9,2221,224,2221,111.05,0,0,0
1073,60,"M","USA","North","Bronze",1958,60,365,0,0,0,0,0,385,2,82.13,41.065,49.28,32.85,0,0,0,4,211.25,1977,385,1977,659,0,0,0
1081,47,"M","UK","East","Gold",1971,47,177,2,386.6,193.3,225.71,160.89,177,3,554.37,184.79,225.71,160.89,0,0,-0.989759344598054,24,3187.26,2270,177,2270,98.695652173913,0,0,0
1088,56,"F","France","East","Silver",1962,56,318,1,118.88,118.88,118.88,118.88,318,5,500.86,100.172,124.01,74.3,0,0,-0.967447916666667,11,830.08,2178,318,2178,217.8,0,0,0
1089,49,"M","France","West","Bronze",1969,49,360,1,60.16,60.16,60.16,60.16,360,1,60.16,60.16,60.16,60.16,0,0,-0.937655860349127,6,310.55,2157,360,2157,431.4,0,0,0
1104,47,"F","Canada","South","Bronze",1971,47,365,0,0,0,0,0,477,2,47.89,23.945,24.56,23.33,0,0,0,4,208.46,2165,477,2165,721.666666666667,0,0,0
1114,45,"M","UK","South","Bronze",1973,45,329,1,36.65,36.65,36.65,36.65,329,2,104.5,52.25,67.85,36.65,0,0,-0.90159901599016,7,337.04,1666,329,1666,277.666666666667,0,0,0
1140,59,"M","USA","South","Silver",1959,59,236,2,137.27,68.635,79.85,57.42,236,4,300,75,82.52,57.42,0,0,-0.971685425072556,8,496.17,1733,236,1733,247.571428571429,0,0,0
1143,29,"F","Germany","West","Bronze",1989,29,242,1,54.05,54.05,54.05,54.05,242,1,54.05,54.05,54.05,54.05,0,0,-0.931093884582257,4,186.1,1755,242,1755,585,0,0,0
1162,48,"F","Canada","North","Silver",1970,48,276,3,239.76,79.92,95.31,56.24,276,4,320.21,80.0525,95.31,56.24,0,0,-0.983590416803413,12,1052.92,2305,276,2305,209.545454545455,0,0,0
1164,47,"F","Canada","South","Gold",1971,47,184,1,75.16,75.16,75.16,75.16,184,3,415.7,138.566666666667,177.7,75.16,0,0,-0.949469429004548,14,1771.94,2140,184,2140,164.615384615385,0,0,0
1165,95,"F","UK","North","Silver",1923,95,124,2,160.12,80.06,83.81,76.31,124,5,344.47,68.894,109.32,10,0,0,-0.975627589568608,13,1122.87,2306,124,2306,192.166666666667,0,0,0
1166,45,"F","Other","East","Gold",1973,45,365,0,0,0,0,0,464,2,252.78,126.39,133.27,119.51,0,0,0,10,1329.77,2285,464,2285,253.888888888889,0,0,0
1197,45,"M","USA","East","Bronze",1973,45,365,0,0,0,0,0,405,1,10,10,10,10,0,0,0,2,68.48,1837,405,1837,1837,0,0,0
1203,50,"M","USA","West","Silver",1968,50,193,1,98.44,98.44,98.44,98.44,193,4,348.26,87.065,128.45,48.2,0,0,-0.960952752830925,6,565.34,1251,193,1251,250.2,0,0,0
1204,18,"F","Other","North","Bronze",2000,18,365,1,50.74,50.74,50.74,50.74,365,3,83.31,27.77,50.74,10,0,0,-0.926927292656193,6,195.91,2230,365,2230,446,0,0,0
1206,60,"M","Germany","West","Bronze",1958,60,205,1,92.18,92.18,92.18,92.18,205,1,92.18,92.18,92.18,92.18,0,0,-0.958411312123102,3,216.28,1805,205,1805,902.5,0,0,0
1215,35,"F","USA","East","Gold",1983,35,145,1,148.27,148.27,148.27,148.27,145,3,344.79,114.93,148.27,75.98,0,0,-0.973730872791752,14,1631.77,2043,145,2043,157.153846153846,0,1,172.26
1224,77,"F","USA","East","Silver",1941,77,365,0,0,0,0,0,366,3,354.7,118.233333333333,151.46,70.46,0,0,0,13,1224.09,2152,366,2152,179.333333333333,0,0,0
1230,33,"M","Other","Central","Silver",1985,33,161,4,244.24,61.06,82.17,24.45,161,6,478.59,79.765,142.35,24.45,0,0,-0.983886561392201,12,903.07,1957,161,1957,177.909090909091,0,0,0
1234,60,"M","UK","Central","Silver",1958,60,350,2,83.86,41.93,73.86,10,350,4,176.67,44.1675,73.86,10,0,0,-0.954473025267471,11,769.43,2274,350,2274,227.4,0,0,0
1255,45,"M","USA","South","Gold",1973,45,355,1,193.39,193.39,193.39,193.39,355,3,362.08,120.693333333333,193.39,61.33,0,0,-0.979735548913319,19,2811.17,2300,355,2300,127.777777777778,0,0,0
1259,46,"F","USA","South","Silver",1972,46,365,0,0,0,0,0,376,1,121.53,121.53,121.53,121.53,0,0,0,6,474.98,2286,376,2286,457.2,0,0,0
1267,75,"F","Canada","West","Bronze",1943,75,145,2,38.12,19.06,25.12,13,145,2,38.12,19.06,25.12,13,0,0,-0.905033238366572,8,336.51,2061,145,2061,294.428571428571,0,1,64.07
1270,72,"F","USA","North","Bronze",1946,72,365,0,0,0,0,0,370,2,88.5,44.25,78.5,10,0,0,0,3,168.9,1807,370,1807,903.5,0,0,0
1289,21,"F","USA","Central","Gold",1997,21,365,0,0,0,0,0,384,4,498.64,124.66,209.02,18.39,0,0,0,21,2601.98,2308,384,2308,115.4,0,0,0
1302,65,"F","France","Central","Gold",1953,65,145,1,154.36,154.36,154.36,154.36,145,5,640.84,128.168,162.72,32.89,0,0,-0.974741096236423,22,2535.98,2311,145,2311,110.047619047619,0,1,194.77
1311,58,"M","UK","East","Bronze",1960,58,353,1,50.73,50.73,50.73,50.73,353,2,84.5,42.25,50.73,33.77,0,0,-0.926913941165723,3,156.37,2105,353,2105,1052.5,0,0,0
1312,61,"M","Other","West","Bronze",1957,61,169,2,112.48,56.24,58.28,54.2,169,2,112.48,56.24,58.28,54.2,0,0,-0.965659340659341,2,112.48,358,169,358,358,1,0,0
1318,56,"M","Germany","East","Silver",1962,56,159,2,201.84,100.92,120.64,81.2,159,5,503.64,100.728,205.1,26.42,0,0,-0.98056743101438,12,830.9,1913,159,1913,173.909090909091,0,0,0
1333,50,"M","UK","North","Gold",1968,50,365,0,0,0,0,0,374,6,825.93,137.655,241.28,79.18,0,0,0,18,2402.41,2042,374,2042,120.117647058824,0,1,176.53
1334,60,"F","USA","Central","Bronze",1958,60,142,1,105.64,105.64,105.64,105.64,142,1,105.64,105.64,105.64,105.64,0,0,-0.963516964611456,2,168.05,1425,142,1425,1425,0,0,0
1335,57,"M","USA","South","Bronze",1961,57,188,2,90.96,45.48,49.17,41.79,188,2,90.96,45.48,49.17,41.79,0,0,-0.95787700084246,5,237.75,2257,188,2257,564.25,0,0,0
1346,66,"F","USA","South","Bronze",1952,66,365,0,0,0,0,0,393,1,49.58,49.58,49.58,49.58,0,0,0,4,196.97,1869,393,1869,623,0,0,0
1349,44,"M","UK","West","Silver",1974,44,126,2,201.73,100.865,119.63,82.1,126,3,211.73,70.5766666666667,119.63,10,0,0,-0.980557040781607,11,753.92,2298,126,2298,229.8,0,0,0
1355,42,"M","Other","East","Gold",1976,42,274,2,254.89,127.445,141.44,113.45,274,7,1009.95,144.278571428571,199,78.35,0,0,-0.984549422534667,21,2981.99,2290,274,2290,114.5,0,0,0
1356,54,"M","UK","South","Bronze",1964,54,244,1,29.17,29.17,29.17,29.17,244,2,42.62,21.31,29.17,13.45,0,0,-0.879409104612602,7,225.91,2164,244,2164,360.666666666667,0,0,0
1360,60,"F","USA","East","Bronze",1958,60,170,1,39.46,39.46,39.46,39.46,170,1,39.46,39.46,39.46,39.46,0,0,-0.907961343764381,5,261.89,1823,170,1823,455.75,0,0,0
1374,56,"F","Other","North","Bronze",1962,56,167,3,109.33,36.4433333333333,78.87,10,167,4,181.46,45.365,78.87,10,0,0,-0.964704844260125,8,405.09,2305,167,2305,329.285714285714,0,0,0
1383,84,"M","USA","Central","Silver",1934,84,172,4,232.41,58.1025,99.03,39.2,172,4,232.41,58.1025,99.03,39.2,0,0,-0.98308024195254,12,903.86,2049,172,2049,186.272727272727,0,1,78.39
1384,53,"M","UK","West","Gold",1965,53,156,3,283.32,94.44,152.07,38.53,156,5,449.74,89.948,152.07,38.53,0,0,-0.986078240289573,19,2390.19,2294,156,2294,127.444444444444,0,1,209.54
1394,73,"F","Canada","South","Silver",1945,73,319,1,51.08,51.08,51.08,51.08,319,3,261.68,87.2266666666667,122.68,51.08,0,0,-0.927378358750908,9,575.12,2271,319,2271,283.875,0,0,0
1404,55,"M","Canada","West","Bronze",1963,55,360,1,84.47,84.47,84.47,84.47,360,2,94.47,47.235,84.47,10,0,0,-0.954786933423759,5,272.27,2081,360,2081,520.25,0,0,0
1410,62,"M","USA","West","Bronze",1956,62,365,0,0,0,0,0,434,2,80.1,40.05,45.4,34.7,0,0,0,3,121.8,1468,434,1468,734,0,0,0
1418,60,"M","Canada","East","Gold",1958,60,159,3,403.38,134.46,169.4,109.24,159,6,814.94,135.823333333333,179.32,105.09,0,0,-0.990181157641514,16,2339.1,2289,159,2289,152.6,0,0,0
1421,52,"F","USA","North","Bronze",1966,52,171,1,15.67,15.67,15.67,15.67,171,2,114.28,57.14,98.61,15.67,0,0,-0.796644636502288,5,280.17,1731,171,1731,432.75,0,0,0
1428,51,"M","USA","North","Gold",1967,51,216,2,281.53,140.765,167.6,113.93,216,5,775.94,155.188,252.5,111.3,0,0,-0.985990964171891,21,2862.52,2149,216,2149,107.45,0,1,89.75
1440,46,"F","France","West","Gold",1972,46,143,4,383.12,95.78,194.16,10,143,5,531.61,106.322,194.16,10,0,0,-0.989667286629469,20,2144.32,2284,143,2284,120.210526315789,0,1,59.88
1448,74,"M","Canada","Central","Gold",1944,74,151,5,537.49,107.498,201.49,64.18,151,9,891.98,99.1088888888889,201.49,64.18,0,0,-0.99261297530887,22,2457.1,2299,151,2299,109.47619047619,0,1,47.24
1450,77,"F","Canada","South","Gold",1941,77,207,4,682.32,170.58,262.52,119.94,207,7,1056.26,150.894285714286,262.52,10,0,0,-0.994171814896841,25,3690.1,2247,207,2247,93.625,0,0,0
1453,59,"F","Germany","West","Gold",1959,59,298,1,174.54,174.54,174.54,174.54,298,3,614.05,204.683333333333,287.56,151.95,0,0,-0.977596056906015,13,1678.54,2279,298,2279,189.916666666667,0,1,182.58
1464,81,"F","Germany","West","Bronze",1937,81,365,0,0,0,0,0,371,2,89.41,44.705,67.84,21.57,0,0,0,5,229.23,1849,371,1849,462.25,0,0,0
1466,62,"F","USA","North","Silver",1956,62,365,0,0,0,0,0,453,2,165.31,82.655,93.83,71.48,0,0,0,7,676.9,2195,453,2195,365.833333333333,0,1,100.34
1476,70,"F","USA","West","Gold",1948,70,237,1,133.2,133.2,133.2,133.2,237,2,249.5,124.75,133.2,116.3,0,0,-0.970845481049563,14,1729.6,2212,237,2212,170.153846153846,0,0,0
1489,78,"M","UK","North","Gold",1940,78,307,1,140.6,140.6,140.6,140.6,307,5,755.6,151.12,182.64,123.9,0,0,-0.972337482710927,21,2740.07,2312,307,2312,115.6,0,0,0
1493,64,"M","UK","East","Gold",1954,64,164,1,29.35,29.35,29.35,29.35,164,3,361.1,120.366666666667,223.14,29.35,0,0,-0.880059970014992,21,2841.59,2266,164,2266,113.3,0,1,87.65
1495,44,"M","UK","West","Gold",1974,44,221,2,143.61,71.805,97.99,45.62,221,4,346.65,86.6625,132.56,45.62,0,0,-0.972901564934625,21,2401.73,2304,221,2304,115.2,0,0,0
1500,76,"F","Canada","South","Bronze",1942,76,365,0,0,0,0,0,429,1,31.58,31.58,31.58,31.58,0,0,0,6,232.32,2293,429,2293,458.6,0,0,0
1503,59,"M","USA","Central","Silver",1959,59,175,2,266.65,133.325,151.28,115.37,175,2,266.65,133.325,151.28,115.37,0,0,-0.98522076482542,10,926.91,2136,175,2136,237.333333333333,0,0,0
1515,49,"F","UK","West","Bronze",1969,49,355,1,23.72,23.72,23.72,23.72,355,1,23.72,23.72,23.72,23.72,0,0,-0.855699855699856,3,45.63,1742,355,1742,871,0,0,0
1519,83,"F","USA","East","Gold",1935,83,365,0,0,0,0,0,400,5,615.49,123.098,168.3,79.12,0,0,0,23,3338.88,2090,400,2090,95,0,1,89.5
1523,73,"F","USA","North","Bronze",1945,73,335,1,51.54,51.54,51.54,51.54,335,3,169.97,56.6566666666667,81.84,36.59,0,0,-0.927979834353619,7,348.18,2301,335,2301,383.5,0,0,0
1525,51,"M","USA","East","Silver",1967,51,350,1,52.67,52.67,52.67,52.67,350,1,52.67,52.67,52.67,52.67,0,0,-0.929415916710782,10,619.51,2127,350,2127,236.333333333333,0,0,0
1526,40,"F","UK","West","Silver",1978,40,365,0,0,0,0,0,447,1,108.3,108.3,108.3,108.3,0,0,0,7,573.48,2234,447,2234,372.333333333333,0,1,60.22
1528,94,"M","Canada","East","Silver",1924,94,365,0,0,0,0,0,382,2,127.53,63.765,63.93,63.6,0,0,0,8,598.86,2281,382,2281,325.857142857143,0,0,0
1534,90,"F","Canada","West","Bronze",1928,90,365,0,0,0,0,0,473,2,64.26,32.13,54.26,10,0,0,0,6,191.73,1505,473,1505,301,0,0,0
1548,59,"F","USA","East","Bronze",1959,59,239,1,12.53,12.53,12.53,12.53,239,1,12.53,12.53,12.53,12.53,0,0,-0.758015728977616,2,40.8,1166,239,1166,1166,0,0,0
1550,88,"M","USA","North","Gold",1930,88,128,2,253.27,126.635,142.06,111.21,128,6,844.56,140.76,216.5,78.19,0,0,-0.984452132001399,16,2043.86,2304,128,2304,153.6,0,0,0
1556,93,"F","UK","East","Silver",1925,93,230,2,199.06,99.53,139.17,59.89,230,3,213.52,71.1733333333333,139.17,14.46,0,0,-0.980301388752093,6,501.31,1261,230,1261,252.2,0,0,0
1557,70,"F","USA","Central","Gold",1948,70,213,1,128.93,128.93,128.93,128.93,213,5,424,84.8,128.93,10,0,0,-0.969908974648311,18,2062.1,2267,213,2267,133.352941176471,0,0,0
1606,53,"M","France","West","Gold",1965,53,365,0,0,0,0,0,393,7,1074.8,153.542857142857,235.54,54.14,0,0,0,21,3035.93,2300,393,2300,115,0,0,0
1610,53,"M","USA","North","Silver",1965,53,197,2,166.77,83.385,109.93,56.84,197,2,166.77,83.385,109.93,56.84,0,0,-0.976576682087018,7,561.95,2185,197,2185,364.166666666667,0,0,0
1615,50,"M","USA","North","Silver",1968,50,252,2,111.11,55.555,55.65,55.46,252,4,164.67,41.1675,55.65,10,0,0,-0.965250629832334,13,780.46,2012,252,2012,167.666666666667,0,1,94.44
1624,71,"F","USA","East","Silver",1947,71,305,1,80.81,80.81,80.81,80.81,305,2,137.99,68.995,80.81,57.18,0,0,-0.95283575050112,6,317.5,1481,305,1481,296.2,0,0,0
1640,71,"F","USA","North","Bronze",1947,71,256,1,20.48,20.48,20.48,20.48,256,1,20.48,20.48,20.48,20.48,0,0,-0.836601307189543,6,217.67,1884,256,1884,376.8,0,0,0
1647,70,"F","Canada","East","Silver",1948,70,235,2,161.71,80.855,90.64,71.07,235,5,459.95,91.99,162.01,58.92,0,0,-0.975861444692535,10,904.53,1871,235,1871,207.888888888889,0,0,0
1653,47,"F","UK","East","Gold",1971,47,168,1,230.04,230.04,230.04,230.04,168,2,256.09,128.045,230.04,26.05,0,0,-0.982908904460776,21,2475.26,2298,168,2298,114.9,0,0,0
1656,57,"F","Germany","East","Silver",1961,57,325,2,225.46,112.73,134.22,91.24,325,2,225.46,112.73,134.22,91.24,0,0,-0.982567767802667,11,700.08,2110,325,2110,211,0,0,0
1677,64,"M","USA","East","Bronze",1954,64,365,0,0,0,0,0,460,1,17.02,17.02,17.02,17.02,0,0,0,4,207.63,1649,460,1649,549.666666666667,0,0,0
1678,59,"M","Germany","East","Silver",1959,59,124,2,226.53,113.265,192.61,33.92,124,2,226.53,113.265,192.61,33.92,0,0,-0.982648679130699,11,919.84,2289,124,2289,228.9,0,0,0
1692,47,"F","Canada","Central","Silver",1971,47,210,1,34.25,34.25,34.25,34.25,210,3,210.55,70.1833333333333,127.56,34.25,0,0,-0.895424836601307,9,664.21,2295,210,2295,286.875,0,0,0
1697,65,"F","Canada","South","Gold",1953,65,301,2,177.58,88.79,88.83,88.75,301,5,630.76,126.152,203.78,55.51,0,0,-0.977971142196277,24,2973.19,2126,301,2126,92.4347826086957,0,1,69.53
1698,66,"M","Canada","West","Gold",1952,66,222,2,272.29,136.145,207,65.29,222,6,586.97,97.8283333333333,207,16.03,0,0,-0.985522458286583,20,2416.23,2232,222,2232,117.473684210526,0,1,167
1710,53,"M","Canada","East","Bronze",1965,53,365,0,0,0,0,0,438,1,77.37,77.37,77.37,77.37,0,0,0,7,294.8,1728,438,1728,288,0,0,0
1712,51,"F","France","East","Gold",1967,51,275,2,253.14,126.57,160.69,92.45,275,5,708.75,141.75,181.84,92.45,0,0,-0.984444271603018,19,2507.89,1981,275,1981,110.055555555556,0,0,0
1713,53,"F","USA","South","Silver",1965,53,183,2,90.56,45.28,59.25,31.31,183,3,100.56,33.52,59.25,10,0,0,-0.957698815566836,9,602.77,1775,183,1775,221.875,0,0,0
1728,53,"F","USA","North","Bronze",1965,53,317,1,52.86,52.86,52.86,52.86,317,5,258.6,51.72,65.47,36.88,0,0,-0.929651776292649,8,360.46,1471,317,1471,210.142857142857,0,0,0
1741,87,"F","Canada","East","Gold",1931,87,253,2,332.64,166.32,168.62,164.02,253,5,780.39,156.078,168.62,144.49,0,0,-0.988117870722434,22,3419.32,2203,253,2203,104.904761904762,0,0,0
1748,63,"M","France","North","Bronze",1955,63,365,0,0,0,0,0,421,3,202.02,67.34,108.63,36.25,0,0,0,6,358.5,2239,421,2239,447.8,0,0,0
1751,36,"M","UK","East","Bronze",1982,36,365,0,0,0,0,0,408,1,42.53,42.53,42.53,42.53,0,0,0,3,152.63,1510,408,1510,755,0,0,0
1782,44,"F","Canada","North","Gold",1974,44,220,1,171.22,171.22,171.22,171.22,220,3,398.96,132.986666666667,171.22,67.73,0,0,-0.977171555758475,29,3196.74,2167,220,2167,77.3928571428571,0,0,0
1784,62,"F","Canada","East","Bronze",1956,62,263,1,18.57,18.57,18.57,18.57,263,3,69.6,23.2,25.72,18.57,0,0,-0.822773593265397,5,241.8,1678,263,1678,419.5,0,0,0
1809,59,"F","USA","East","Gold",1959,59,127,4,715.6,178.9,196.18,163.66,127,9,1306.63,145.181111111111,196.18,37.17,0,0,-0.994441356309061,24,2820.94,2308,127,2308,100.347826086957,0,1,291.92
1814,46,"M","UK","Central","Bronze",1972,46,285,1,24.42,24.42,24.42,24.42,285,1,24.42,24.42,24.42,24.42,0,0,-0.859254046446165,4,136.52,2253,285,2253,751,0,0,0
1837,40,"F","Canada","South","Bronze",1978,40,365,0,0,0,0,0,378,2,61.72,30.86,35.58,26.14,0,0,0,5,177.52,1490,378,1490,372.5,0,0,0
1852,43,"F","UK","South","Bronze",1975,43,213,1,71.46,71.46,71.46,71.46,213,1,71.46,71.46,71.46,71.46,0,0,-0.946991783726478,2,112.75,835,213,835,835,0,0,0
1857,64,"F","USA","South","Bronze",1954,64,125,1,47.94,47.94,47.94,47.94,125,2,130.43,65.215,82.49,47.94,0,0,-0.922988063149788,7,356.5,2159,125,2159,359.833333333333,0,0,0
1872,48,"F","USA","South","Silver",1970,48,157,2,130.53,65.265,83.11,47.42,157,2,130.53,65.265,83.11,47.42,0,0,-0.970266854976585,12,928.16,2238,157,2238,203.454545454545,0,1,64.05
1903,81,"F","Germany","South","Gold",1937,81,365,0,0,0,0,0,420,3,493.24,164.413333333333,236.93,116.71,0,0,0,24,2654.59,2268,420,2268,98.6086956521739,0,0,0
1904,70,"M","USA","West","Bronze",1948,70,135,1,85.76,85.76,85.76,85.76,135,1,85.76,85.76,85.76,85.76,0,0,-0.955436720142603,6,225.67,2139,135,2139,427.8,0,0,0
1908,67,"M","USA","East","Gold",1951,67,139,3,423.26,141.086666666667,185.41,77.95,139,5,795.07,159.014,186.48,77.95,0,0,-0.990638019004821,22,2920.1,2042,139,2042,97.2380952380952,0,1,158.8
1916,50,"F","Other","East","Bronze",1968,50,123,1,36.84,36.84,36.84,36.84,123,1,36.84,36.84,36.84,36.84,0,0,-0.90205680705191,3,77.16,1405,123,1405,702.5,0,0,0
1919,77,"F","Canada","East","Gold",1941,77,208,4,384.13,96.0325,204.46,10,208,11,1190.54,108.230909090909,204.46,10,0,0,-0.989694174632211,21,2241.53,2251,208,2251,112.55,0,0,0
1948,85,"F","Germany","East","Gold",1933,85,184,2,163.65,81.825,108.36,55.29,184,3,260.5,86.8333333333333,108.36,55.29,0,0,-0.976140769460185,20,2754.82,2104,184,2104,110.736842105263,0,1,78.93
1956,43,"M","USA","North","Gold",1975,43,262,2,272.73,136.365,169.73,103,262,9,1111.07,123.452222222222,175.21,76.62,0,0,-0.985545477541286,26,3381.14,2264,262,2264,90.56,0,1,157.11
1960,61,"M","USA","West","Bronze",1957,61,254,1,45.15,45.15,45.15,45.15,254,1,45.15,45.15,45.15,45.15,0,0,-0.918616480162767,6,343.21,2123,254,2123,424.6,0,0,0
1963,52,"M","USA","West","Bronze",1966,52,365,0,0,0,0,0,412,1,42.84,42.84,42.84,42.84,0,0,0,3,95.32,1854,412,1854,927,0,0,0
1982,53,"M","UK","East","Silver",1965,53,365,0,0,0,0,0,466,7,574.93,82.1328571428571,163.24,32.41,0,0,0,10,799.67,2284,466,2284,253.777777777778,0,0,0
1991,52,"F","Germany","South","Bronze",1966,52,150,1,13,13,13,13,150,1,13,13,13,13,0,0,-0.764705882352941,4,94.43,1476,150,1476,492,0,0,0
2012,50,"F","Canada","East","Silver",1968,50,191,2,247.91,123.955,131.01,116.9,191,3,270.67,90.2233333333333,131.01,22.76,0,0,-0.984121313167401,13,977.91,2292,191,2292,191,0,0,0
2028,62,"F","USA","South","Silver",1956,62,365,0,0,0,0,0,434,2,99.66,49.83,78.21,21.45,0,0,0,7,467.96,2102,434,2102,350.333333333333,0,0,0
2032,51,"F","USA","West","Silver",1967,51,313,1,110.04,110.04,110.04,110.04,313,4,414.15,103.5375,133.71,66.53,0,0,-0.964924587863907,13,1073.71,2306,313,2306,192.166666666667,0,0,0
2044,41,"M","USA","Central","Silver",1977,41,243,1,103.34,103.34,103.34,103.34,243,2,188.03,94.015,103.34,84.69,0,0,-0.962735233836408,6,386.55,2073,243,2073,414.6,0,0,0
2046,33,"F","USA","East","Silver",1985,33,365,0,0,0,0,0,414,1,60.12,60.12,60.12,60.12,0,0,0,7,464.42,1815,414,1815,302.5,0,0,0
2051,35,"F","Other","West","Bronze",1983,35,152,1,24.75,24.75,24.75,24.75,152,2,70.67,35.335,45.92,24.75,0,0,-0.860869565217391,4,99.63,1440,152,1440,480,0,0,0
2055,39,"M","USA","Central","Bronze",1979,39,315,1,30.74,30.74,30.74,30.74,315,4,182.02,45.505,83.09,19.18,0,0,-0.884858952216465,9,399.73,1780,315,1780,222.5,0,0,0
2057,69,"F","UK","North","Bronze",1949,69,290,1,64.42,64.42,64.42,64.42,290,1,64.42,64.42,64.42,64.42,0,0,-0.94153756211634,4,150.16,1798,290,1798,599.333333333333,0,0,0
2074,82,"M","UK","Central","Bronze",1936,82,228,1,27.49,27.49,27.49,27.49,228,2,51.46,25.73,27.49,23.97,0,0,-0.87297554779295,7,324.35,2298,228,2298,383,0,0,0
2079,39,"F","Other","North","Gold",1979,39,249,3,244.27,81.4233333333333,103.79,45.68,249,8,977.53,122.19125,213.99,45.68,0,0,-0.983888508478672,21,2502.79,2017,249,2017,100.85,0,0,0
2080,47,"M","UK","North","Gold",1971,47,150,2,246.07,123.035,126.28,119.79,150,4,531.13,132.7825,143.77,119.79,0,0,-0.984004478745951,14,1771.72,2254,150,2254,173.384615384615,0,0,0
2087,83,"M","USA","East","Gold",1935,83,156,2,296.98,148.49,179.3,117.68,156,3,312.65,104.216666666667,179.3,15.67,0,0,-0.986710080404014,13,1720.97,2215,156,2215,184.583333333333,0,1,111.85
2089,77,"M","France","North","Gold",1941,77,321,1,138.6,138.6,138.6,138.6,321,6,957.37,159.561666666667,183.62,130.23,0,0,-0.97194950911641,16,2027.03,2157,321,2157,143.8,0,0,0
2091,54,"M","France","South","Bronze",1964,54,199,1,54.23,54.23,54.23,54.23,199,2,76.55,38.275,54.23,22.32,0,0,-0.93130688648463,6,299.79,2175,199,2175,435,0,0,0
2101,69,"M","UK","North","Gold",1949,69,296,1,111.18,111.18,111.18,111.18,296,3,488.19,162.73,209.52,111.18,0,0,-0.96527174856746,21,2379.5,2259,296,2259,112.95,0,0,0
2104,57,"F","USA","West","Bronze",1961,57,365,1,10,10,10,10,365,2,20,10,10,10,0,0,-0.714285714285714,6,188.2,1982,365,1982,396.4,0,0,0
2120,18,"F","USA","Central","Gold",2000,18,365,0,0,0,0,0,424,5,696.05,139.21,228.02,65.49,0,0,0,20,2865.76,2263,424,2263,119.105263157895,0,1,64.19
2129,47,"F","USA","East","Silver",1971,47,365,0,0,0,0,0,467,2,154.55,77.275,79.54,75.01,0,0,0,5,298.78,2156,467,2156,539,0,0,0
2130,50,"M","USA","North","Bronze",1968,50,172,3,198.03,66.01,91.47,48.72,172,4,233.8,58.45,91.47,35.77,0,0,-0.980200960253428,7,385.17,1860,172,1860,310,0,0,0
2138,40,"F","USA","North","Gold",1978,40,365,0,0,0,0,0,458,1,103.99,103.99,103.99,103.99,0,0,0,13,1846.42,2267,458,2267,188.916666666667,0,0,0
